"","date","nox","no","no2","h2s","pm10","co","so2","o3","hcnm","hct","wd","ws"
"244",2010-01-24 23:00:00,135,45,67,1.4,NA,0.6,3,2,NA,NA,321.453597901998,1.36666666666667
"245",2010-01-25 23:00:00,59,9,45,1,NA,0.3,1,7,NA,NA,313.084184402931,2.2875
"246",2010-01-26 23:00:00,121,50,44,1.1,NA,0.6,2,3,NA,NA,313.373722438177,2.18958333333333
"247",2010-01-27 23:00:00,52,7,41,4.2,NA,0.4,2,13,NA,NA,327.792851851587,3.89791666666667
"248",2010-01-28 23:00:00,123,43,57,3.7,NA,0.7,3,3,NA,NA,330.354008279704,1.6875
"249",2010-01-29 23:00:00,335,160,91,5,NA,0.8,8,4,NA,NA,306.280027494491,5.12083333333333
"250",2010-01-30 23:00:00,15,1,13,3.9,NA,0.3,1,69,NA,NA,118.066981508436,2.6625
"251",2010-01-31 23:00:00,36,4,29,1.7,NA,0.6,1,47,NA,NA,275.98020551223,1.55833333333333
"252",2010-02-01 23:00:00,220,101,67,3.9,NA,0.4,5,3,NA,NA,307.106267961747,1.82916666666667
"253",2010-02-02 23:00:00,154,55,72,3.9,NA,0.6,4,3,NA,NA,306.566272808555,1.61458333333333
"254",2010-02-03 23:00:00,202,84,74,3.8,NA,0.4,4,3,NA,NA,339.184538654076,1.49166666666667
"255",2010-02-04 23:00:00,154,62,60,1.4,NA,0.5,3,2,NA,NA,309.969889776485,3.60416666666667
"256",2010-02-05 23:00:00,208,76,91,2.1,NA,0.5,4,3,NA,NA,307.169187131224,4.83125
"257",2010-02-06 23:00:00,38,5,30,2.2,NA,0.3,1,52,NA,NA,283.635976616722,2.31458333333333
"258",2010-02-07 23:00:00,103,28,61,1.5,NA,0.4,2,3,NA,NA,338.588477922369,1.25
"259",2010-02-08 23:00:00,108,29,64,2.6,NA,0.3,2,3,NA,NA,319.15614972017,1.92291666666667
"260",2010-02-09 23:00:00,35,4,29,1,NA,0.3,1,34,NA,NA,316.8045510521,2.55208333333333
"261",2010-02-10 23:00:00,156,57,69,1.7,NA,0.6,4,9,NA,NA,332.358440993398,5.15416666666667
"262",2010-02-11 23:00:00,29,2,26,1,NA,0.6,1,63,NA,NA,292.315389957765,2.38958333333333
"263",2010-02-12 23:00:00,249,105,88,2.2,NA,1,6,13,NA,NA,305.036566294931,2.00833333333333
"264",2010-02-13 23:00:00,33,3,30,1,NA,0.6,1,61,NA,NA,308.379247120352,2.17083333333333
"265",2010-02-14 23:00:00,107,29,64,1.1,NA,0.7,2,11,NA,NA,28.9097650155379,1.74583333333333
"266",2010-02-15 23:00:00,136,38,78,3.4,NA,0.6,2,16,NA,NA,12.6407086518127,0.810416666666667
"267",2010-02-16 23:00:00,265,122,78,1.5,NA,0.8,6,12,NA,NA,320.403638406099,1.2875
"268",2010-02-17 23:00:00,189,81,65,1.2,NA,0.5,4,9,NA,NA,341.652640317993,2.375
"269",2010-02-18 23:00:00,100,25,61,1.3,NA,0.6,2,20,NA,NA,338.821229912755,3.14791666666667
"270",2010-02-19 23:00:00,71,11,54,1,NA,0.5,1,25,NA,NA,314.406465556063,3.21041666666667
"271",2010-02-20 23:00:00,99,18,72,1,NA,0.7,2,21,NA,NA,328.25589409776,1.44583333333333
"272",2010-02-21 23:00:00,111,35,57,1,NA,0.4,1,10,NA,NA,319.934950720401,2.20416666666667
"273",2010-02-22 23:00:00,144,53,63,1.2,NA,0.3,6,10,NA,NA,310.787725181599,3.76458333333333
"274",2010-02-23 23:00:00,55,9,42,1,NA,0.4,1,35,NA,NA,309.340275515204,4.83333333333333
"275",2010-02-24 23:00:00,121,31,73,1.1,NA,0.6,2,6,NA,NA,310.016279319208,2.27708333333333
"276",2010-02-25 23:00:00,38,3,35,1,NA,0.3,2,47,NA,NA,305.408127899423,4.17291666666667
"277",2010-02-26 23:00:00,203,77,85,1.7,NA,0.6,3,8,NA,NA,336.155505128531,1.41458333333333
"278",2010-02-27 23:00:00,145,54,61,1.9,NA,0.6,3,14,NA,NA,318.558119510281,3.28541666666667
"279",2010-02-28 23:00:00,107,29,64,1.2,NA,0.4,1,7,NA,NA,310.879014874655,3.58958333333333
"280",2010-03-01 23:00:00,113,24,77,1.2,NA,0.4,1,14,NA,NA,84.7993308293885,2.30625
"281",2010-03-02 23:00:00,107,16,83,1.3,NA,0.5,3,20,NA,NA,22.1787933046985,3.16875
"282",2010-03-03 23:00:00,48,4,43,1,NA,0.3,1,35,NA,NA,346.028990679856,2.12708333333333
"283",2010-03-04 23:00:00,209,88,75,2.2,NA,0.7,4,11,NA,NA,304.364743364769,1.66666666666667
"284",2010-03-05 23:00:00,148,51,70,1.3,NA,0.4,2,9,NA,NA,128.975769728664,1.85625
"285",2010-03-06 23:00:00,118,32,69,1.2,NA,0.7,2,9,NA,NA,11.0660650552889,1.27708333333333
"286",2010-03-07 23:00:00,39,4,33,1,NA,0.4,1,47,NA,NA,336.21148483895,3.4625
"287",2010-03-08 23:00:00,21,2,18,1,NA,0.4,1,62,NA,NA,330.885533333044,2.70416666666667
"288",2010-03-09 23:00:00,144,41,82,1.1,NA,0.7,2,12,NA,NA,235.785923126554,1.77708333333333
"289",2010-03-10 23:00:00,216,85,87,1.3,NA,0.6,3,12,NA,NA,323.324127889511,1.88125
"290",2010-03-11 23:00:00,231,93,90,2.2,NA,0.7,5,16,NA,NA,327.390731481185,1.51875
"291",2010-03-12 23:00:00,240,105,79,1.7,NA,0.8,6,20,NA,NA,329.671877879497,2.25
"292",2010-03-13 23:00:00,160,56,74,1.6,NA,0.8,2,16,NA,NA,321.547903407874,2.50208333333333
"293",2010-03-14 23:00:00,118,30,73,1.2,NA,0.5,1,12,NA,NA,252.861029693163,2.70208333333333
"294",2010-03-15 23:00:00,167,58,78,1.3,NA,0.4,2,11,NA,NA,318.902332210696,1.82916666666667
"295",2010-03-16 23:00:00,156,43,91,1.3,NA,0.4,3,13,NA,NA,278.028848868057,2.35
"296",2010-03-17 23:00:00,160,46,89,1.3,NA,0.6,3,8,NA,NA,280.803819299575,2.01666666666667
"297",2010-03-18 23:00:00,157,46,87,1.3,NA,0.5,4,9,NA,NA,194.557310404356,1.90208333333333
"298",2010-03-19 23:00:00,78,9,65,1,NA,0.3,3,17,NA,NA,262.619791449713,1.99166666666667
"299",2010-03-20 23:00:00,27,3,23,1,NA,0.3,8,43,NA,NA,159.319110884616,1.97708333333333
"300",2010-03-21 23:00:00,110,26,71,1.5,NA,0.4,2,2,NA,NA,157.083981715334,1.125
"301",2010-03-22 23:00:00,175,80,53,1.3,NA,0.3,3,1,NA,NA,315.691166013836,1.51666666666667
"302",2010-03-23 23:00:00,43,8,32,1,NA,0.2,3,40,NA,NA,164.948724281742,2.20416666666667
"303",2010-03-24 23:00:00,70,13,51,1,NA,0.3,2,34,NA,NA,189.367404056668,1.67083333333333
"304",2010-03-25 23:00:00,223,100,70,1.3,NA,0.4,4,1,NA,NA,306.002917646292,4.11458333333333
"305",2010-03-26 23:00:00,126,27,86,1.4,NA,0.4,3,4,NA,NA,308.024641066023,4.60625
"306",2010-03-27 23:00:00,32,4,27,1,NA,0.3,1,59,NA,NA,149.910953877174,2.1
"307",2010-03-29 00:00:00,115,28,73,1,NA,0.3,2,7,NA,NA,257.959917635235,1.96458333333333
"308",2010-03-30 00:00:00,75,11,59,1,NA,0.3,1,28,NA,NA,312.706318313504,5.10416666666667
"309",2010-03-31 00:00:00,39,2,36,1,NA,NA,1,54,NA,NA,298.011914225212,2.96666666666667
"310",2010-04-01 00:00:00,139,37,82,1.1,NA,0.6,2,3,NA,NA,221.871388883452,3.04791666666667
"311",2010-04-02 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.424199175073,1.97291666666667
"312",2010-04-06 00:00:00,39,4,35,1.7,NA,0.2,1,53,NA,NA,88.0068186539034,1.93958333333333
"313",2010-04-07 00:00:00,100,28,58,1.1,NA,0.3,1,2,NA,NA,88.907775450797,2.34583333333333
"314",2010-04-08 00:00:00,107,30,63,1.3,NA,0.3,2,2,NA,NA,301.690334081226,1.75208333333333
"315",2010-04-09 00:00:00,107,19,78,1.3,NA,0.4,1,6,NA,NA,254.679671544174,2.45416666666667
"316",2010-04-10 00:00:00,56,3,52,1,NA,0.9,2,53,NA,NA,252.24104216675,2.275
"317",2010-04-11 00:00:00,54,3,51,1.6,NA,0.3,4,62,NA,NA,142.748736249108,2.62291666666667
"318",2010-04-12 00:00:00,83,14,62,3.3,NA,0.2,2,7,NA,NA,90.7539322281402,2.27291666666667
"319",2010-04-13 00:00:00,102,26,62,1.2,NA,0.2,2,2,NA,NA,238.159353597786,1.4
"320",2010-04-14 00:00:00,108,30,62,1.5,NA,0.2,2,3,NA,NA,304.377178931661,1.45416666666667
"321",2010-04-15 00:00:00,122,32,73,1.3,NA,0.2,3,4,NA,NA,177.37935207537,1.85208333333333
"322",2010-04-16 00:00:00,84,8,73,1.4,NA,0.2,1,12,NA,NA,217.419955418667,1.88541666666667
"323",2010-04-17 00:00:00,104,15,82,1.5,NA,0.2,2,14,NA,NA,161.913471236491,2.17708333333333
"324",2010-04-18 00:00:00,23,1,22,1,NA,0.2,1,93,NA,NA,277.399174635602,1.71666666666667
"325",2010-04-19 00:00:00,110,29,66,1.4,NA,0.2,1,3,NA,NA,309.20874587026,2.36458333333333
"326",2010-04-20 00:00:00,167,44,100,4.6,NA,0.2,3,1,NA,NA,170.600050937241,2.62916666666667
"327",2010-04-21 00:00:00,107,16,83,1.4,NA,0.2,1,12,NA,NA,285.455894205516,1.87916666666667
"328",2010-04-22 00:00:00,225,89,89,2.1,NA,0.3,4,2,NA,NA,286.079092609653,1.58958333333333
"329",2010-04-23 00:00:00,79,10,64,1.3,NA,0.2,1,25,NA,NA,287.012752453741,2.17083333333333
"330",2010-04-24 00:00:00,76,8,66,1.3,NA,0.2,1,22,NA,NA,185.331993860178,2.88958333333333
"331",2010-04-25 00:00:00,80,6,72,1.2,NA,0.2,1,20,NA,NA,207.753038495758,2.36666666666667
"332",2010-04-26 00:00:00,134,22,101,2.8,NA,0.3,4,4,NA,NA,193.32637212461,2.77291666666667
"333",2010-04-27 00:00:00,94,9,81,1.3,NA,0.2,1,15,NA,NA,167.272221960852,2.47916666666667
"334",2010-04-28 00:00:00,95,8,83,1.8,NA,0.2,1,26,NA,NA,211.630487588732,2.63541666666667
"335",2010-04-29 00:00:00,144,24,109,1.3,NA,0.2,1,4,NA,NA,247.98382378442,2.61666666666667
"336",2010-04-30 00:00:00,63,5,55,1.3,NA,0.3,1,42,NA,NA,173.868416507498,2.38541666666667
"337",2010-05-01 00:00:00,72,7,62,1.7,NA,0.3,1,20,NA,NA,145.344166585943,1.78125
"338",2010-05-02 00:00:00,41,3,37,1,NA,0.2,1,56,NA,NA,179.982733360529,2.44375
"339",2010-05-03 00:00:00,27,1,25,1,NA,0.2,1,60,NA,NA,12.7184724101477,1.89583333333333
"340",2010-05-04 00:00:00,73,10,58,1.1,NA,0.2,1,11,NA,NA,241.182265262084,2.83333333333333
"341",2010-05-05 00:00:00,15,1,14,1,NA,0.2,1,75,NA,NA,283.208172942779,3.02083333333333
"342",2010-05-06 00:00:00,95,11,78,1,NA,0.3,1,22,NA,NA,174.540241197023,2.6125
"343",2010-05-07 00:00:00,71,9,58,1,NA,0.2,1,57,NA,NA,185.932885356316,2.42083333333333
"344",2010-05-08 00:00:00,87,12,69,1.4,NA,0.3,1,24,NA,NA,232.400807830409,1.75416666666667
"345",2010-05-09 00:00:00,71,14,51,1.2,NA,0.2,1,14,NA,NA,210.229664220761,2.03333333333333
"346",2010-05-10 00:00:00,30,2,28,NA,NA,0.2,1,57,NA,NA,260.755759629625,2.1625
"347",2010-05-11 00:00:00,22,1,21,NA,NA,0.2,1,97,NA,NA,312.228445576027,2.20833333333333
"348",2010-05-12 00:00:00,126,39,66,1.3,NA,0.3,2,1,NA,NA,138.698822816297,1.6375
"349",2010-05-13 00:00:00,41,4,35,3.4,NA,0.2,1,43,NA,NA,74.3158680780904,2.00625
"350",2010-05-14 00:00:00,77,13,57,1,NA,0.3,1,19,NA,NA,320.191517408528,1.08333333333333
"351",2010-05-15 00:00:00,67,7,57,1.1,NA,0.3,2,37,NA,NA,344.442087567645,2.6
"352",2010-05-16 00:00:00,62,5,55,1,NA,0.3,1,34,NA,NA,172.412403110251,2.79791666666667
"353",2010-05-17 00:00:00,67,8,55,3.7,NA,0.2,1,18,NA,NA,182.588725857229,2.90625
"354",2010-05-18 00:00:00,127,30,82,4.8,NA,0.2,2,4,NA,NA,270.743273728988,2.18333333333333
"355",2010-05-19 00:00:00,121,24,83,5.7,NA,0.2,1,7,NA,NA,182.486965747861,2.825
"356",2010-05-20 00:00:00,91,10,77,2.3,NA,0.2,1,12,NA,NA,198.113643069568,2.74375
"357",2010-05-21 00:00:00,43,2,41,1,NA,0.2,1,78,NA,NA,288.774551599694,2.20416666666667
"358",2010-05-22 00:00:00,65,3,61,1,NA,0.2,1,31,NA,NA,175.315749544517,2.42708333333333
"359",2010-05-23 00:00:00,81,5,74,1,NA,0.2,1,23,NA,NA,169.222583223157,2.55208333333333
"360",2010-05-24 00:00:00,52,3,47,1,NA,0.2,1,60,NA,NA,296.068922982109,2.47916666666667
"361",2010-05-25 00:00:00,86,6,77,2.1,NA,0.2,1,24,NA,NA,260.285260708383,3.08333333333333
"362",2010-05-26 00:00:00,124,23,89,1,NA,0.2,1,11,NA,NA,170.841038548816,2.01666666666667
"363",2010-05-27 00:00:00,80,12,62,3.1,NA,0.2,2,43,NA,NA,160.018024899616,2.85625
"364",2010-05-28 00:00:00,91,22,58,1,NA,0.2,1,2,NA,NA,313.047761101661,1.56041666666667
"365",2010-05-29 00:00:00,74,6,65,1,NA,0.2,1,33,NA,NA,182.35671802819,2.625
"366",2010-05-30 00:00:00,125,25,88,1,NA,0.2,3,4,NA,NA,177.924149212358,2.29375
"367",2010-05-31 00:00:00,95,10,80,1,NA,0.2,3,25,NA,NA,191.092913019367,2.8125
"368",2010-06-01 00:00:00,54,4,48,1,NA,0.2,1,21,NA,NA,178.362650822707,2.34375
"369",2010-06-02 00:00:00,70,10,56,1.8,NA,0.2,1,12,NA,NA,175.008603003522,2.48958333333333
"370",2010-06-03 00:00:00,105,23,71,4.4,NA,0.2,1,4,NA,NA,280.422444413559,1.82916666666667
"371",2010-06-04 00:00:00,118,21,86,3.6,NA,0.3,3,4,NA,NA,163.204354640727,2.88333333333333
"372",2010-06-05 00:00:00,29,2,26,2.7,NA,0.2,1,76,NA,NA,260.063392960854,2.2375
"373",2010-06-06 00:00:00,147,41,85,3.6,NA,0.3,3,2,NA,NA,106.218313772347,1.51666666666667
"374",2010-06-07 00:00:00,93,15,71,3.4,NA,0.2,1,13,NA,NA,176.441957179945,2.35416666666667
"375",2010-06-08 00:00:00,34,3,29,1.3,NA,0.2,1,64,NA,NA,157.037488891279,2.66458333333333
"376",2010-06-09 00:00:00,99,17,73,1,NA,0.3,2,5,NA,NA,113.710568261311,1.7375
"377",2010-06-10 00:00:00,109,18,83,1,NA,0.3,1,13,NA,NA,197.314008828081,2.52708333333333
"378",2010-06-11 00:00:00,100,33,50,1,NA,0.3,1,1,NA,NA,160.68912809378,1.71041666666667
"379",2010-06-12 00:00:00,69,8,58,1.2,NA,0.2,1,15,NA,NA,187.230845131898,2.44583333333333
"380",2010-06-13 00:00:00,40,4,34,1,NA,0.2,1,79,NA,NA,179.693587014015,2.43958333333333
"381",2010-06-14 00:00:00,33,3,29,1,NA,0.2,1,56,NA,NA,176.142994831234,2.43541666666667
"382",2010-06-15 00:00:00,41,5,34,1,NA,0.2,1,51,NA,NA,253.093781533907,2.0125
"383",2010-06-16 00:00:00,73,12,55,1,NA,0.2,1,13,NA,NA,275.91990937233,2.65208333333333
"384",2010-06-17 00:00:00,81,5,73,1,NA,0.2,2,34,NA,NA,227.246127990177,2.67708333333333
"385",2010-06-18 00:00:00,37,4,31,1,NA,0.2,1,77,NA,NA,295.194992581782,2.45833333333333
"386",2010-06-19 00:00:00,46,5,40,1,NA,0.2,1,77,NA,NA,156.443261968802,2.525
"387",2010-06-20 00:00:00,38,5,31,1,NA,0.2,1,68,NA,NA,12.7095272324523,2.80625
"388",2010-06-21 00:00:00,60,4,55,1,NA,0.2,1,43,NA,NA,185.206262038148,3.36666666666667
"389",2010-06-22 00:00:00,87,15,64,1,NA,0.2,1,19,NA,NA,168.309926068481,2.63958333333333
"390",2010-06-23 00:00:00,68,5,61,2,NA,0.2,3,30,NA,NA,285.812426632081,1.66666666666667
"391",2010-06-24 00:00:00,68,6,59,1,NA,0.2,1,33,NA,NA,169.005552746482,2.55416666666667
"392",2010-06-25 00:00:00,74,5,67,1,NA,0.2,1,46,NA,NA,196.176494753516,2.52083333333333
"393",2010-06-26 00:00:00,86,5,79,1,NA,0.2,2,39,NA,NA,248.366321559773,2.55
"394",2010-06-27 00:00:00,47,3,42,1,NA,0.2,1,78,NA,NA,257.334245706645,2.76041666666667
"395",2010-06-28 00:00:00,105,19,76,1,NA,0.2,1,7,NA,NA,320.488859821897,2.44375
"396",2010-06-29 00:00:00,60,4,54,1,NA,0.2,2,42,NA,NA,295.164464515224,2.31458333333333
"397",2010-06-30 00:00:00,103,9,90,1,NA,0.2,1,23,NA,NA,190.733184574757,2.375
"398",2010-07-01 00:00:00,70,3,66,1,NA,0.2,1,54,NA,NA,243.62599256569,2.075
"399",2010-07-02 00:00:00,65,4,60,1,NA,0.2,3,48,NA,NA,178.418238764192,2.85833333333333
"400",2010-07-03 00:00:00,57,4,52,1,NA,0.2,1,50,NA,NA,173.472636117803,2.59375
"401",2010-07-04 00:00:00,56,2,53,1,NA,0.2,1,36,NA,NA,151.610374907907,2.56666666666667
"402",2010-07-05 00:00:00,80,6,72,1,NA,0.2,2,33,NA,NA,181.694427830901,3.07083333333333
"403",2010-07-06 00:00:00,96,9,83,1,NA,0.2,2,12,NA,NA,174.419981172827,2.68958333333333
"404",2010-07-07 00:00:00,54,5,46,1,NA,0.2,2,61,NA,NA,245.460897277428,1.77708333333333
"405",2010-07-08 00:00:00,75,4,70,1,NA,0.2,2,24,NA,NA,193.48848153399,2.12708333333333
"406",2010-07-09 00:00:00,39,4,33,1,NA,0.2,2,59,NA,NA,168.230684810183,3.04166666666667
"407",2010-07-10 00:00:00,72,6,64,1,NA,0.2,1,29,NA,NA,163.748727892406,2.58333333333333
"408",2010-07-11 00:00:00,112,19,84,1,NA,0.3,3,16,NA,NA,172.578619098654,2.86458333333333
"409",2010-07-12 00:00:00,98,13,79,1,NA,0.2,1,26,NA,NA,263.225161925889,2.37083333333333
"410",2010-07-13 00:00:00,81,5,74,1,NA,0.2,1,28,NA,NA,170.299400223275,2.69791666666667
"411",2010-07-14 00:00:00,51,6,43,2.2,NA,0.2,1,49,NA,NA,163.749987593498,2.7875
"412",2010-07-15 00:00:00,85,12,67,1.4,NA,0.2,1,7,NA,NA,164.770870883626,2.74375
"413",2010-07-16 00:00:00,50,6,41,2.2,NA,0.2,2,38,NA,NA,172.479574047398,2.72708333333333
"414",2010-07-17 00:00:00,63,5,56,1.1,NA,0.2,1,39,NA,NA,211.137255767695,2.3875
"415",2010-07-18 00:00:00,49,4,43,1.8,NA,0.2,1,38,NA,NA,248.925909162312,2.21666666666667
"416",2010-07-19 00:00:00,28,3,24,2.1,NA,0.2,1,64,NA,NA,170.4089218628,2.60625
"417",2010-07-20 00:00:00,61,8,50,1.4,NA,0.2,1,31,NA,NA,167.981797806835,2.925
"418",2010-07-21 00:00:00,42,2,39,2.4,NA,0.2,4,76,NA,NA,158.224574196181,2.82916666666667
"419",2010-07-22 00:00:00,48,4,44,1.5,NA,0.2,1,59,NA,NA,141.192027628678,2.71875
"420",2010-07-23 00:00:00,26,4,20,1.4,NA,0.2,2,69,NA,NA,216.936792610864,2.5125
"421",2010-07-24 00:00:00,55,5,48,1,NA,0.2,2,37,NA,NA,179.075886136669,2.95208333333333
"422",2010-07-25 00:00:00,57,4,51,1,NA,0.2,2,58,NA,NA,179.7659075265,2.72291666666667
"423",2010-07-26 00:00:00,64,5,58,1.2,NA,0.2,1,33,NA,NA,193.066301360228,2.93125
"424",2010-07-27 00:00:00,28,2,24,1.3,NA,0.2,4,58,NA,NA,244.303143626913,2.26458333333333
"425",2010-07-28 00:00:00,76,9,62,2.5,NA,0.3,1,25,NA,NA,257.741243377223,1.89791666666667
"426",2010-07-29 00:00:00,76,8,63,2,NA,0.2,2,9,NA,NA,142.032302653428,2.78333333333333
"427",2010-07-30 00:00:00,34,5,27,1,NA,0.2,1,61,NA,NA,167.286408220497,3.31875
"428",2010-07-31 00:00:00,28,2,25,1,NA,0.2,1,60,NA,NA,198.283561653863,2.35833333333333
"429",2010-08-01 00:00:00,60,5,54,1.3,NA,0.2,2,37,NA,NA,212.668157939991,2.38125
"430",2010-08-02 00:00:00,29,3,26,1,NA,0.2,1,83,NA,NA,137.784663506574,2.45208333333333
"431",2010-08-03 00:00:00,93,19,65,1.1,NA,0.2,1,8,NA,NA,182.442511151011,2.29583333333333
"432",2010-08-04 00:00:00,99,14,79,1,NA,0.2,2,14,NA,NA,180.75417939981,2.60208333333333
"433",2010-08-05 00:00:00,14,3,11,1,NA,0.2,1,72,NA,NA,185.873913861045,3.29375
"434",2010-08-06 00:00:00,71,9,58,1.1,NA,0.2,1,29,NA,NA,238.563414235735,2.25416666666667
"435",2010-08-07 00:00:00,24,1,23,1,NA,0.2,1,63,NA,NA,303.545502599673,1.81666666666667
"436",2010-08-08 00:00:00,19,2,18,1.1,NA,0.2,NA,75,NA,NA,260.155209553957,2.14375
"437",2010-08-09 00:00:00,31,3,27,1.5,NA,0.2,NA,70,NA,NA,190.625555863574,2.48958333333333
"438",2010-08-10 00:00:00,42,3,38,1,NA,0.2,NA,35,NA,NA,165.128841501831,2.5875
"439",2010-08-11 00:00:00,50,6,43,1,NA,0.2,1,55,NA,NA,175.88161256043,2.56041666666667
"440",2010-08-12 00:00:00,38,4,32,1,NA,0.2,1,42,NA,NA,161.383124280096,2.73125
"441",2010-08-13 00:00:00,85,19,57,1,NA,0.2,1,9,NA,NA,234.623989209794,1.82708333333333
"442",2010-08-14 00:00:00,123,28,81,1,NA,0.3,1,5,NA,NA,195.922692483225,1.95833333333333
"443",2010-08-15 00:00:00,44,8,34,1,NA,0.2,1,60,NA,NA,142.196477352076,2.50416666666667
"444",2010-08-16 00:00:00,68,8,55,1,NA,0.2,1,17,NA,NA,190.221898139657,2.03125
"445",2010-08-17 00:00:00,21,2,18,1,NA,0.2,1,71,NA,NA,268.647661629002,2.08125
"446",2010-08-18 00:00:00,63,8,50,1,NA,0.2,1,25,NA,NA,258.969210360931,1.9625
"447",2010-08-19 00:00:00,51,7,41,1.2,NA,0.2,1,40,NA,NA,89.6936684753423,1.63333333333333
"448",2010-08-20 00:00:00,104,32,55,1,NA,0.3,1,2,NA,NA,206.290419074147,1.92083333333333
"449",2010-08-21 00:00:00,66,9,52,1.2,NA,0.2,1,35,NA,NA,281.606263925805,2.31041666666667
"450",2010-08-22 00:00:00,94,15,71,1,NA,0.3,1,7,NA,NA,294.077664263578,2.4375
"451",2010-08-23 00:00:00,72,10,56,1,NA,0.2,1,7,NA,NA,188.505903757095,2.1
"452",2010-08-24 00:00:00,64,6,55,1,NA,0.2,1,15,NA,NA,193.906845185354,2.18958333333333
"453",2010-08-25 00:00:00,93,15,71,4.3,NA,0.2,2,4,NA,NA,191.11097239698,2.33333333333333
"454",2010-08-26 00:00:00,60,8,48,4.5,NA,0.2,1,32,NA,NA,300.887750916855,2.11458333333333
"455",2010-08-27 00:00:00,80,9,67,5.5,NA,0.2,2,33,NA,NA,304.390921435243,2.91666666666667
"456",2010-08-28 00:00:00,36,5,29,1.2,NA,0.2,1,63,NA,NA,212.498912539779,3.0625
"457",2010-08-29 00:00:00,142,35,89,1,NA,0.2,2,2,NA,NA,230.662181740352,2.35625
"458",2010-08-30 00:00:00,30,4,25,1,NA,0.2,1,81,NA,NA,198.37404270916,2.56875
"459",2010-08-31 00:00:00,86,12,69,2.1,NA,0.2,1,15,NA,NA,226.590538051717,2.12291666666667
"460",2010-09-01 00:00:00,117,30,72,2.2,NA,0.2,2,3,NA,NA,223.631490187133,1.51041666666667
"461",2010-09-02 00:00:00,123,29,79,3.1,NA,0.3,3,2,NA,NA,145.537931451453,1.91041666666667
"462",2010-09-03 00:00:00,134,24,97,3,NA,0.3,3,3,NA,NA,236.32816690545,2.09375
"463",2010-09-04 00:00:00,66,8,54,2.5,NA,0.2,1,45,NA,NA,202.176263041301,2.05416666666667
"464",2010-09-05 00:00:00,86,8,75,2.6,NA,0.2,2,26,NA,NA,189.676967118018,1.90833333333333
"465",2010-09-06 00:00:00,31,2,28,2.8,NA,0.2,2,75,NA,NA,266.050740395022,2.525
"466",2010-09-07 00:00:00,57,7,47,3.2,NA,0.2,1,21,NA,NA,208.111568492487,2.8625
"467",2010-09-08 00:00:00,56,6,48,2.3,NA,0.2,1,29,NA,NA,333.137343650235,2.84375
"468",2010-09-09 00:00:00,68,9,55,1.9,NA,0.2,2,11,NA,NA,185.592908340705,2.28541666666667
"469",2010-09-10 00:00:00,86,14,64,1.1,NA,0.2,1,5,NA,NA,195.285547599947,2.32083333333333
"470",2010-09-11 00:00:00,54,7,44,1.1,NA,0.3,1,34,NA,NA,306.484880300112,1.75833333333333
"471",2010-09-12 00:00:00,81,10,66,1.7,NA,0.2,2,11,NA,NA,166.028186852568,2.31041666666667
"472",2010-09-13 00:00:00,94,19,67,2.2,NA,0.2,3,4,NA,NA,168.657947062896,2.63958333333333
"473",2010-09-14 00:00:00,70,7,59,2.7,NA,0.2,2,15,NA,NA,183.259176306389,2.3375
"474",2010-09-15 00:00:00,17,2,15,3.2,NA,0.2,3,81,NA,NA,302.705955434203,2.02083333333333
"475",2010-09-16 00:00:00,65,7,55,2.8,NA,0.2,2,25,NA,NA,172.888153115663,2.21458333333333
"476",2010-09-17 00:00:00,34,3,28,1,NA,0.2,2,39,NA,NA,96.2125409755564,2.34375
"477",2010-09-18 00:00:00,117,45,49,1,NA,0.3,4,3,NA,NA,135.892087264504,1.49583333333333
"478",2010-09-19 00:00:00,119,33,70,1.2,NA,0.2,4,3,NA,NA,298.698413719149,1.7375
"479",2010-09-20 00:00:00,80,22,47,1.7,NA,0.2,4,2,NA,NA,344.619233451379,1.4375
"480",2010-09-21 00:00:00,156,67,54,1,NA,0.3,5,1,NA,NA,86.6024006511566,1.2875
"481",2010-09-22 00:00:00,97,32,48,1,NA,0.2,2,1,NA,NA,174.4652784762,1.74375
"482",2010-09-23 00:00:00,48,8,36,1.3,NA,0.2,2,40,NA,NA,279.713874859778,1.32708333333333
"483",2010-09-24 00:00:00,42,8,31,1,NA,0.2,2,36,NA,NA,307.111614913858,2.40208333333333
"484",2010-09-25 00:00:00,17,2,14,2.3,NA,0.2,1,61,NA,NA,337.766866077885,2.025
"485",2010-09-26 00:00:00,45,5,38,4.6,NA,0.2,2,15,NA,NA,211.834291735219,2.56041666666667
"486",2010-09-27 00:00:00,32,4,28,5.1,NA,0.2,2,57,NA,NA,350.077517877168,2.19583333333333
"487",2010-09-28 00:00:00,106,34,54,3.2,NA,0.2,4,2,NA,NA,196.035657069623,2.09166666666667
"488",2010-09-29 00:00:00,64,10,49,4,NA,0.2,3,8,NA,NA,102.810468138513,1.73333333333333
"489",2010-09-30 00:00:00,121,37,65,3.7,NA,0.2,4,1,NA,NA,219.769685529297,1.8375
"490",2010-10-01 00:00:00,159,65,61,1.7,NA,0.2,5,1,NA,NA,131.795655208501,1.85208333333333
"491",2010-10-02 00:00:00,58,11,41,1.5,NA,0.2,2,6,NA,NA,149.767044893313,1.50208333333333
