date;no;no2;nox
2024-03-13;5,54;35,83;44,0
2024-03-14;7,25;31,17;42,33
2024-03-15;2,13;26,0;29,29
2024-03-16;11,33;41,38;58,42
2024-03-17;2,25;30,83;33,83
2024-03-18;6,04;28,13;36,92
2024-03-19;17,04;47,46;72,96
2024-03-20;2,39;26,04;29,26
2024-03-21;1,67;18,5;20,63
2024-03-22;18,58;45,38;73,54
2024-03-23;2,42;22,17;25,21
2024-03-24;1,04;9,79;10,79
2024-03-25;1,29;18,54;20,13
2024-03-26;1,54;14,21;16,08
2024-03-27;1,46;9,58;11,54
2024-03-28;1,29;9,04;10,63
2024-03-29;1,04;8,88;10,25
2024-03-30;1,13;6,58;8,08
2024-03-31;1,0;5,87;7,0
2024-04-01;1,08;7,67;8,88
2024-04-02;1,22;10,56;12,0
2024-04-03;3,4;38,2;42,9
2024-04-04;9,17;33,25;47,0
2024-04-05;3,17;30,79;35,5
2024-04-06;1,38;17,88;19,67
2024-04-07;1,04;18,71;20,04
2024-04-08;3,46;25,29;30,46
2024-04-09;1,58;8,88;11,13
2024-04-10;2,46;15,29;18,75
2024-04-11;2,5;22,83;26,0
2024-04-12;12,76;47,57;66,71
2024-04-13;8,29;42,25;54,42
2024-04-14;1,75;29,38;31,75
2024-04-15;10,73;43,32;59,18
2024-04-16;1,67;11,79;13,88
2024-04-17;1,46;9,67;11,63
2024-04-18;1,5;11,83;13,63
2024-04-19;1,71;12,42;14,5
2024-04-20;1,38;13,17;14,63
2024-04-21;1,21;9,25;10,25
2024-04-22;1,25;14,46;15,5
2024-04-23;1,92;16,0;18,0
2024-04-24;1,75;14,42;16,33
2024-04-25;1,38;15,71;17,13
2024-04-26;2,29;16,71;19,29
2024-04-27;1,17;14,08;14,58
2024-04-28;1,0;11,88;11,92
2024-04-29;1,08;18,04;18,29
2024-04-30;1,83;19,46;20,96
2024-05-01;1,5;15,92;17,17
2024-05-02;1,25;9,33;10,54
2024-05-03;2,58;18,5;21,5
2024-05-04;1,54;17,21;18,88
2024-05-05;1,13;20,17;20,54
2024-05-06;2,25;16,17;18,5
2024-05-07;2,05;12,5;14,73
2024-05-08;3,33;14,83;19,08
2024-05-09;5,54;25,88;33,63
2024-05-10;2,0;26,54;28,79
2024-05-11;1,17;17,33;17,83
2024-05-12;2,46;23,67;26,29
2024-05-13;2,04;23,83;25,83
2024-05-14;1,04;11,63;11,33
2024-05-15;1,75;19,63;21,13
2024-05-16;1,83;16,79;18,13
2024-05-17;1,18;20,36;21,14
2024-05-18;1,25;15,79;17,17
2024-05-19;1,79;17,79;19,79
2024-05-20;1,04;13,96;14,88
2024-05-21;1,63;13,58;15,46
2024-05-22;1,08;13,08;14,25
2024-05-23;1,67;16,54;18,46
2024-05-24;1,42;13,75;15,33
2024-05-25;2,17;17,79;20,54
2024-05-26;1,13;14,63;15,88
2024-05-27;1,42;11,58;13,29
2024-05-28;1,88;15,63;18,5
2024-05-29;1,75;15,88;18,33
2024-05-30;1,88;13,83;16,58
2024-05-31;1,58;10,96;13,0
2024-06-01;1,42;12,13;13,96
2024-06-02;1,5;11,33;13,21
2024-06-03;1,67;12,04;14,25
2024-06-04;1,5;9,59;11,64
2024-06-05;1,71;8,75;11,29
2024-06-06;1,92;17,21;20,0
2024-06-07;8,71;38,04;51,08
2024-06-08;1,17;11,42;12,71
2024-06-09;1,25;11,75;13,42
2024-06-10;1,63;15,5;17,54
2024-06-11;1,71;18,83;21,13
2024-06-12;2,5;13,33;16,58
2024-06-13;1,61;10,22;12,22
2024-06-14;1,33;11,17;12,83
2024-06-15;1,46;12,38;14,21
2024-06-16;1,67;11,13;13,17
2024-06-17;1,67;15,21;17,29
2024-06-18;1,83;13,48;15,83
2024-06-19;1,92;13,79;16,25
2024-06-20;1,54;15,08;17,0
2024-06-21;1,88;13,25;15,96
2024-06-22;1,42;11,58;13,25
2024-06-23;2,21;10,71;13,75
2024-06-24;1,46;9,54;11,79
2024-06-25;2,0;10,33;13,21
2024-06-26;1,71;11,54;14,0
2024-06-27;4,21;19,88;26,13
2024-06-28;1,96;23,29;26,17
2024-06-29;1,08;7,63;9,25
2024-06-30;1,54;9,5;11,54
2024-07-01;2,38;17,08;20,5
2024-07-02;2,25;14,17;17,42
2024-07-03;1,75;12,79;15,25
2024-07-04;1,54;13,83;15,71
2024-07-05;1,79;12,92;15,42
2024-07-06;1,63;11,88;14,21
2024-07-07;1,38;6,5;8,38
2024-07-08;1,88;10,21;12,92
2024-07-09;1,73;12,95;15,59
2024-07-10;2,58;17,5;21,21
2024-07-11;5,0;20,67;28,0
2024-07-12;2,29;14,42;17,83
2024-07-13;1,54;10,67;13,0
2024-07-14;1,33;7,58;9,46
2024-07-15;1,75;8,96;11,5
2024-07-16;2,04;12,58;15,54
2024-07-17;3,88;22,29;28,13
2024-07-18;2,79;19,92;23,96
2024-07-19;1,52;16,19;18,14
2024-07-20;1,08;9,0;9,71
2024-07-21;1,63;10,96;12,58
2024-07-22;1,58;10,42;11,96
2024-07-23;1,88;19,54;21,75
2024-07-24;3,42;25,42;29,96
2024-07-25;1,46;14,67;16,08
2024-07-26;1,79;15,54;17,5
2024-07-27;1,17;13,83;14,63
2024-07-28;1,0;9,25;9,58
2024-07-29;5,54;34,75;42,58
2024-07-30;2,63;26,92;30,25
2024-07-31;3,88;29,0;34,25
2024-08-01;1,42;24,42;25,33
2024-08-02;1,21;13,54;14,21
2024-08-03;1,33;10,79;11,88
2024-08-04;1,29;11,13;11,75
2024-08-05;1,09;9,27;10,23
2024-08-06;1,38;12,88;14,33
2024-08-07;1,33;14,38;15,38
2024-08-08;1,33;16,25;17,58
2024-08-09;1,63;18,75;20,33
2024-08-10;1,04;15,42;15,96
2024-08-11;1,0;6,83;6,63
2024-08-12;1,33;10,42;11,38
2024-08-13;1,71;15,0;16,58
2024-08-14;1,0;9,46;9,63
2024-08-15;1,04;8,0;7,88
2024-08-16;1,04;12,29;12,38
2024-08-17;1,0;10,5;10,79
2024-08-18;1,08;11,75;12,21
2024-08-19;1,29;9,79;10,63
2024-08-20;1,08;11,13;11,63
2024-08-21;1,0;11,48;11,57
2024-08-23;1,0;9,67;10,21
2024-08-24;1,08;7,58;7,75
2024-08-25;1,42;10,54;11,63
2024-08-26;1,38;11,38;12,29
2024-08-27;1,0;7,54;7,88
2024-08-28;1,33;14,79;15,71
2024-08-29;1,04;11,5;12,0
2024-08-30;1,04;16,38;17,08
2024-08-31;1,17;14,92;15,42
2024-09-01;1,0;8,88;8,79
2024-09-02;1,5;18,67;19,58
2024-09-03;1,09;21,14;21,41
2024-09-04;1,29;17,38;18,13
2024-09-05;1,5;12,13;13,38
2024-09-06;1,17;13,88;14,08
2024-09-07;1,33;11,96;12,0
2024-09-08;1,0;11,75;11,25
2024-09-09;1,38;14,88;15,5
2024-09-10;1,08;11,42;11,29
2024-09-11;1,08;9,79;9,0
2024-09-12;1,46;15,63;15,83
2024-09-13;1,54;17,54;18,42
2024-09-14;1,08;12,67;12,54
2024-09-15;1,04;14,25;13,5
2024-09-16;2,08;30,71;32,67
2024-09-17;2,42;29,88;32,21
2024-09-18;1,17;16,04;15,5
2024-09-19;2,14;22,82;24,91
2024-09-20;2,17;20,79;23,54
2024-09-21;1,0;12,88;13,67
2024-09-22;1,58;16,63;18,13
2024-09-23;1,5;18,58;20,33
2024-09-24;1,46;14,38;15,92
2024-09-25;3,63;22,21;27,17
2024-09-26;2,25;20,75;23,67
2024-09-27;2,46;13,96;16,96
2024-09-28;1,29;9,29;10,58
2024-09-29;1,13;7,96;8,75
2024-09-30;3,21;15,79;19,92
2024-10-01;1,5;12,96;14,92
2024-10-02;3,27;23,41;28,0
2024-10-03;2,04;13,33;15,96
2024-10-04;1,54;15,33;17,33
2024-10-05;2,08;20,25;22,88
2024-10-06;1,75;20,63;22,08
2024-10-07;2,38;24,08;26,63
2024-10-08;1,71;11,96;13,88
2024-10-09;2,75;17,04;20,58
2024-10-10;1,54;12,92;14,54
2024-10-11;1,42;23,5;25,13
2024-10-12;2,29;25,67;28,63
2024-10-13;1,42;13,0;14,25
2024-10-14;2,43;18,22;21,43
2024-10-15;1,25;14,0;15,33
2024-10-16;4,29;19,17;25,21
2024-10-17;1,71;18,67;20,88
2024-10-18;1,71;10,21;12,42
2024-10-19;2,04;17,29;19,58
2024-10-20;2,46;23,13;26,38
2024-10-21;2,42;20,38;23,33
2024-10-22;1,54;17,08;18,46
2024-10-23;10,75;26,04;41,58
2024-10-24;8,04;29,13;41,0
2024-10-25;6,33;22,79;31,46
2024-10-26;1,33;15,75;16,63
2024-10-27;1,04;10,13;10,35
2024-10-28;1,08;14,29;14,5
2024-10-29;1,21;13,13;13,71
2024-10-30;1,0;12,46;12,54
2024-10-31;1,13;13,79;14,25
2024-11-01;1,04;11,5;11,79
2024-11-02;1,04;10,83;11,0
2024-11-03;1,0;9,67;9,42
2024-11-04;1,18;17,45;17,73
2024-11-05;2,58;22,21;24,96
2024-11-06;1,46;13,67;14,96
2024-11-07;1,29;18,29;19,33
2024-11-08;1,42;18,63;19,88
2024-11-09;2,17;22,88;25,54
2024-11-10;2,79;11,0;14,83
2024-11-11;5,64;18,55;26,36
2024-11-12;1,3;17,3;18,9
2024-11-13;1,21;16,04;17,5
2024-11-14;6,96;25,92;36,38
2024-11-15;3,54;29,38;34,42
2024-11-16;11,33;34,67;51,83
2024-11-17;1,5;16,71;18,5
2024-11-18;3,63;20,88;25,92
2024-11-19;7,5;27,17;38,33
2024-11-20;2,5;12,79;16,25
2024-11-21;3,04;16,0;20,0
2024-11-22;1,71;11,71;13,79
2024-11-23;1,71;15,92;17,88
2024-11-24;1,13;15,0;15,5
2024-11-25;2,88;35,0;38,79
2024-11-26;3,21;25,63;30,21
2024-11-27;3,17;21,33;25,75
2024-11-28;15,63;37,25;60,88
2024-11-29;3,96;21,92;27,54
2024-11-30;5,75;26,46;34,71
2024-12-01;2,33;24,5;27,54
2024-12-02;4,04;20,5;26,42
2024-12-03;4,13;22,3;28,3
2024-12-04;3,08;20,17;24,88
2024-12-05;3,79;20,79;26,54
2024-12-06;4,04;21,54;27,58
2024-12-07;3,13;16,33;21,0
2024-12-08;1,0;4,08;5,13
2024-12-09;2,04;15,83;18,25
2024-12-10;3,25;20,92;24,96
2024-12-11;2,25;20,75;23,71
2024-12-12;2,13;24,42;27,25
2024-12-13;2,21;25,71;28,71
2024-12-14;3,83;15,42;21,08
2024-12-15;5,54;18,42;26,67
2024-12-16;4,29;23,67;29,83
2024-12-17;2,45;19,32;22,55
2024-12-18;12,21;34,46;53,04
2024-12-19;3,38;20,96;25,92
2024-12-20;4,0;21,54;27,46
2024-12-21;2,0;15,92;18,88
2024-12-22;1,21;7,42;8,88
2024-12-23;10,88;28,75;45,13
2024-12-24;7,08;27,88;38,79
2024-12-25;13,79;34,79;55,67
2024-12-26;3,54;29,63;34,92
2024-12-27;24,92;44,46;82,33
2024-12-28;18,08;41,42;68,71
2024-12-29;19,58;44,75;74,29
2024-12-30;13,54;43,63;64,13
2024-12-31;18,88;38,67;67,0
2025-01-01;2,58;27,83;30,88
2025-01-02;2,54;17,33;20,58
2025-01-03;1,46;12,33;13,79
2025-01-04;1,33;16,54;17,29
2025-01-05;2,13;18,83;21,25
2025-01-06;1,96;21,83;23,96
2025-01-07;1,36;12,41;14,18
2025-01-08;1,96;16,42;19,25
2025-01-09;1,79;13,54;16,04
2025-01-10;13,83;39,29;60,42
2025-01-11;1,5;16,29;18,04
2025-01-12;1,42;15,04;16,96
2025-01-13;3,96;32,67;38,79
2025-01-14;3,54;28,92;34,17
2025-01-15;6,33;31,04;40,67
2025-01-16;5,25;24,08;32,0
2025-01-17;4,67;23,71;30,58
2025-01-18;4,33;33,33;39,75
2025-01-19;1,79;25,21;27,71
2025-01-20;15,64;50,41;74,05
2025-01-21;21,92;54,79;87,88
2025-01-22;13,88;36,71;57,58
2025-01-23;12,92;33,04;52,17
2025-01-24;11,58;32,38;49,63
2025-01-25;7,08;31,79;42,21
2025-01-26;1,33;15,0;16,17
2025-01-27;1,17;12,13;12,13
2025-01-28;1,46;9,29;10,63
2025-01-29;1,5;15,04;16,5
2025-01-30;2,29;23,75;26,75
2025-01-31;3,33;20,96;25,79
2025-02-01;2,96;25,54;29,63
2025-02-02;1,54;14,88;16,63
2025-02-03;3,71;25,75;31,25
2025-02-04;6,36;30,45;39,73
2025-02-05;13,21;37,75;57,79
2025-02-06;10,33;32,04;47,79
2025-02-07;8,13;28,33;40,67
2025-02-08;2,29;15,54;18,79
2025-02-09;2,92;20,83;25,17
2025-02-10;13,54;38,0;58,17
2025-02-11;2,25;25,29;28,38
2025-02-12;4,96;32,67;39,92
2025-02-13;2,04;17,71;20,29
2025-02-14;5,67;36,13;44,58
2025-02-15;4,67;22,46;29,54
2025-02-16;2,13;19,29;21,92
2025-02-17;15,21;33,88;56,79
2025-02-18;2,38;28,62;31,9
2025-02-19;2,08;24,13;26,96
2025-02-20;1,75;17,29;19,67
2025-02-21;1,42;27,0;28,54
2025-02-22;2,08;19,75;21,88
2025-02-23;3,33;27,13;31,96
2025-02-24;7,0;31,88;42,5
2025-02-25;10,58;31,17;47,21
2025-02-26;2,29;19,25;22,46
2025-02-27;8,54;34,25;46,88
2025-02-28;1,92;22,08;24,75
2025-03-01;1,38;15,08;16,75
2025-03-02;1,04;9,33;10,46
2025-03-03;1,13;12,54;13,58
2025-03-04;1,67;14,21;16,08
2025-03-05;1,62;15,67;17,76
2025-03-06;1,38;11,88;13,79
2025-03-07;1,38;15,0;16,46
2025-03-08;1,08;14,92;15,29
2025-03-09;1,17;11,71;12,38
2025-03-10;3,21;17,08;21,92
2025-03-11;5,21;22,79;30,67
2025-03-12;1,88;23,17;25,38
2025-03-13;2,04;20,17;23,0
2025-03-14;2,08;23,46;26,38
2025-03-15;1,83;11,17;13,96
2025-03-16;1,88;16,5;19,46
2025-03-17;2,17;14,25;17,58
2025-03-18;3,0;24,2;28,9
2025-03-19;;;
2025-03-20;;;
2025-03-21;;;
2025-03-22;;;
2025-03-23;;;
2025-03-24;;;
2025-03-25;;;
2025-03-26;;;
2025-03-27;;;
2025-03-28;;;
2025-03-29;;;
2025-03-30;;;
2025-03-31;;;
2025-04-01;;;
2025-04-02;;;
2025-04-03;2,13;10,25;13,0
2025-04-04;1,6;10,65;12,75
2025-04-05;1,92;23,75;26,04
2025-04-06;1,58;24,25;26,17
2025-04-07;2,33;28,75;31,75
2025-04-08;6,29;40,58;49,38
2025-04-09;1,42;19,63;21,08
2025-04-10;1,04;12,96;13,79
2025-04-11;3,71;23,88;28,83
2025-04-12;1,33;18,58;19,58
2025-04-13;2,04;16,88;19,0
2025-04-14;1,46;13,0;14,21
2025-04-15;1,21;12,63;13,42
2025-04-16;1,27;12,23;13,36
2025-04-17;1,58;12,17;13,92
2025-04-18;1,17;11,63;12,83
2025-04-19;1,21;12,5;13,42
2025-04-20;1,33;12,13;13,38
2025-04-21;1,13;11,25;12,5
2025-04-22;3,04;26,38;30,54
2025-04-23;1,83;16,13;18,54
2025-04-24;2,33;18,75;21,92
2025-04-25;1,79;21,5;23,88
2025-04-26;1,5;20,63;22,46
2025-04-27;1,71;14,83;17,21
2025-04-28;2,35;22,12;25,18
2025-04-29;1,54;20,17;22,08
2025-04-30;1,58;14,46;16,46
2025-05-01;1,08;12,25;13,25
2025-05-02;1,17;17,46;18,83
2025-05-03;1,38;14,63;16,5
2025-05-04;1,63;12,88;15,08
2025-05-05;1,63;14,96;17,0
2025-05-06;1,67;12,88;14,67
2025-05-07;1,67;12,42;14,42
2025-05-08;3,58;21,58;26,33
2025-05-09;1,21;12,29;13,54
2025-05-10;1,21;10,33;11,67
2025-05-11;1,08;8,38;9,33
2025-05-12;2,36;16,0;18,93
2025-05-13;4,33;25,11;31,56
2025-05-14;1,75;11,13;13,46
2025-05-15;2,92;13,21;17,63
2025-05-16;2,38;7,46;10,96
2025-05-17;3,29;9,25;14,13
2025-05-18;2,08;7,38;10,29
2025-05-19;3,08;17,42;22,08
2025-05-20;2,88;9,0;13,58
2025-05-21;3,42;13,33;18,46
2025-05-22;1,86;8,38;10,67
2025-05-23;1,13;7,29;8,0
2025-05-24;1,29;13,5;14,38
2025-05-25;1,13;8,92;9,38
2025-05-26;1,46;17,67;19,17
2025-05-27;1,55;14,09;15,82
2025-05-28;1,88;16,21;18,29
2025-05-29;4,75;23,25;30,33
2025-05-30;4,54;26,92;33,46
2025-05-31;2,5;22,46;25,96
2025-06-01;1,25;11,67;13,17
2025-06-02;1,33;11,54;13,29
2025-06-03;1,29;12,0;13,71
2025-06-04;1,42;9,13;11,04
2025-06-05;1,29;7,42;9,21
2025-06-06;1,86;15,73;18,18
2025-06-07;1,38;10,88;12,83
2025-06-08;1,17;7,83;9,5
2025-06-09;1,29;6,75;8,58
2025-06-10;1,5;12,04;14,17
2025-06-11;3,04;21,08;25,46
2025-06-12;3,21;16,08;20,88
2025-06-13;1,17;10,17;11,67
2025-06-14;1,21;12,04;13,75
2025-06-15;1,25;9,13;11,04
2025-06-16;1,88;13,25;16,0
2025-06-17;3,63;18,58;24,08
2025-06-18;2,21;19,04;22,38
2025-06-19;3,91;23,5;29,45
2025-06-20;1,83;14,04;16,88
2025-06-21;1,42;12,33;14,63
2025-06-22;1,42;12,21;14,38
2025-06-23;3,08;15,79;20,5
2025-06-24;2,58;18,46;22,33
2025-06-25;2,54;23,5;27,38
2025-06-26;2,54;15,29;19,04
2025-06-27;1,54;10,29;12,71
2025-06-28;2,08;16,21;19,13
2025-06-29;2,29;24,33;27,83
2025-06-30;5,67;27,42;36,08
2025-07-01;2,79;21,08;25,08
2025-07-02;2,46;23,42;26,96
2025-07-03;1,79;12,58;15,29
2025-07-04;1,63;14,0;16,58
2025-07-05;1,96;17,04;19,92
2025-07-06;1,29;12,38;14,54
2025-07-07;1,75;8,83;11,33
2025-07-08;1,75;6,79;9,71
2025-07-09;1,67;8,58;11,21
2025-07-10;1,75;11,5;14,21
2025-07-11;1,14;11,68;12,95
2025-07-12;1,38;10,83;11,92
2025-07-13;1,25;9,71;11,0
2025-07-14;1,71;17,33;19,58
2025-07-15;1,46;15,21;17,08
2025-07-16;1,21;8,96;10,25
2025-07-17;1,42;12,75;14,29
2025-07-18;1,29;13,13;14,67
2025-07-19;1,0;10,67;11,54
2025-07-20;1,0;5,96;6,75
2025-07-21;1,21;7,25;8,58
2025-07-22;1,13;7,38;8,25
2025-07-23;1,08;10,29;11,25
2025-07-24;1,45;14,86;16,59
2025-07-25;1,46;11,0;12,63
2025-07-26;1,42;8,67;10,17
2025-07-27;1,08;7,33;8,38
2025-07-28;1,33;9,42;11,13
2025-07-29;1,54;10,58;12,17
2025-07-30;1,25;9,58;10,96
2025-07-31;1,13;7,75;8,92
2025-08-01;1,13;8,04;9,17
2025-08-02;1,04;8,83;9,75
2025-08-03;1,0;6,58;7,38
2025-08-04;1,0;6,14;6,64
2025-08-05;1,5;14,67;16,21
2025-08-06;1,63;18,79;20,42
2025-08-07;1,25;15,58;16,71
2025-08-08;4,21;27,79;33,58
2025-08-09;1,29;20,25;21,54
2025-08-10;1,63;15,5;17,13
2025-08-11;2,17;28,96;31,33
2025-08-12;1,33;27,63;28,96
2025-08-13;1,08;13,79;14,54
2025-08-14;1,04;15,38;15,96
2025-08-15;1,33;20,13;21,13
2025-08-16;1,04;16,38;16,88
2025-08-17;1,13;18,42;18,92
2025-08-18;1,04;12,17;12,67
2025-08-19;1,08;12,75;13,25
2025-08-20;1,09;8,23;8,73
2025-08-21;1,08;8,38;9,54
2025-08-22;1,04;10,42;11,08
2025-08-23;1,0;8,17;8,71
2025-08-24;1,25;12,25;13,25
2025-08-25;1,42;16,25;17,71
2025-08-26;2,5;21,25;24,67
2025-08-27;1,25;12,13;13,38
2025-08-28;1,67;14,88;16,5
2025-08-29;1,42;10,33;12,08
2025-08-30;1,17;9,54;10,5
2025-08-31;1,0;8,21;8,92
2025-09-01;1,13;10,46;11,38
2025-09-02;1,33;9,0;10,21
2025-09-03;1,95;14,05;16,09
2025-09-04;2,96;12,75;16,33
2025-09-05;1,58;10,04;11,75
2025-09-06;1,21;12,96;13,88
2025-09-07;1,08;8,13;8,75
2025-09-08;1,0;9,13;9,79
2025-09-09;1,04;11,88;12,46
2025-09-10;1,54;12,71;14,38
2025-09-11;1,13;8,71;9,29
2025-09-12;1,13;9,58;10,5
2025-09-13;1,5;15,88;17,33
2025-09-14;1,21;11,46;12,21
2025-09-15;1,13;14,0;15,0
2025-09-16;1,54;15,17;16,92
2025-09-17;2,17;16,79;19,25
2025-09-18;2,23;24,23;27,0
2025-09-19;1,42;15,33;16,42
2025-09-20;1,33;10,29;11,08
2025-09-21;1,17;13,79;14,21
2025-09-22;1,13;11,25;11,96
2025-09-23;1,17;9,29;9,96
2025-09-24;1,04;9,92;10,08
2025-09-25;1,42;12,83;13,79
2025-09-26;1,21;13,46;14,25
2025-09-27;1,04;11,58;11,54
2025-09-28;1,0;10,25;10,38
2025-09-29;1,29;12,58;13,17
2025-09-30;2,42;18,17;20,71
2025-10-01;1,14;15,62;15,67
2025-10-02;1,29;14,96;15,67
2025-10-03;1,79;18,58;19,67
2025-10-04;1,29;18,79;19,08
2025-10-05;1,04;10,88;10,75
2025-10-06;1,13;10,67;11,33
2025-10-07;5,04;26,13;32,63
2025-10-08;2,08;17,96;19,75
2025-10-09;1,71;24,67;25,75
2025-10-10;1,75;17,96;19,42
2025-10-11;1,0;9,04;8,54
2025-10-12;1,0;8,17;7,5
2025-10-13;1,13;13,21;12,92
2025-10-14;1,04;14,0;13,96
2025-10-15;1,89;17,83;18,78
2025-10-16;1,92;22,54;23,92
2025-10-17;5,54;29,88;36,92
2025-10-18;2,21;23,17;24,92
2025-10-19;2,17;14,92;16,67
2025-10-20;1,04;13,67;13,54
2025-10-21;2,17;19,96;22,04
2025-10-22;1,25;18,25;19,0
2025-10-23;1,13;10,13;10,42
2025-10-24;1,13;12,54;12,96
2025-10-25;1,21;13,13;12,83
2025-10-26;1,21;13,33;13,17
2025-10-27;1,29;16,83;17,67
2025-10-28;4,96;31,33;37,75
2025-10-29;6,04;33,17;41,08
2025-10-30;1,59;16,27;17,36
2025-10-31;2,21;22,92;25,29
2025-11-01;3,96;30,0;34,88
2025-11-02;1,42;20,0;20,42
2025-11-03;1,46;18,04;18,67
2025-11-04;4,83;28,08;34,08
2025-11-05;7,38;40,08;50,25
2025-11-06;1,29;17,54;17,83
2025-11-07;1,33;16,75;17,42
2025-11-08;2,88;23,88;26,92
2025-11-09;1,0;9,75;9,04
2025-11-10;4,04;27,17;31,79
2025-11-11;10,46;37,46;52,79
2025-11-12;16,08;42,92;66,54
2025-11-13;1,08;18,29;17,88
2025-11-14;1,79;25,25;26,42
2025-11-15;1,08;15,67;15,21
2025-11-16;1,0;11,42;10,5
2025-11-17;3,83;21,65;25,61
2025-11-18;1,29;15,58;15,88
2025-11-19;1,13;13,17;13,13
2025-11-20;1,79;18,79;19,88
2025-11-21;1,08;8,63;8,75
2025-11-22;1,04;12,38;12,25
2025-11-23;2,83;18,71;21,42
2025-11-24;2,21;23,0;25,21
2025-11-25;1,13;11,42;11,63
2025-11-26;1,17;14,0;14,63
2025-11-27;2,63;27,71;30,63
2025-11-28;3,48;32,81;37,1
2025-11-29;1,46;24,71;25,33
2025-11-30;2,17;24,79;26,54
2025-12-01;1,79;20,92;22,46
2025-12-02;1,54;17,79;18,46
2025-12-03;2,38;16,38;18,33
2025-12-04;2,5;21,38;23,83
2025-12-05;13,25;33,46;52,5
2025-12-06;4,75;31,83;37,92
2025-12-07;6,58;24,75;33,92
2025-12-08;4,13;23,83;28,5
2025-12-09;7,33;33,25;43,63
2025-12-10;22,54;43,46;77,5
2025-12-11;11,46;37,63;53,83
2025-12-12;12,29;36,96;54,25
2025-12-13;1,0;18,71;17,83
2025-12-14;1,04;18,29;17,17
2025-12-15;4,13;21,5;25,29
2025-12-16;9,29;35,63;48,79
2025-12-17;2,0;20,75;21,42
2025-12-18;9,82;33,41;47,0
2025-12-19;27,96;48,75;91,17
2025-12-20;9,79;34,83;48,29
2025-12-21;1,63;19,58;19,67
2025-12-22;1,42;16,13;16,13
2025-12-23;1,17;14,92;15,0
2025-12-24;1,13;14,54;14,25
2025-12-25;1,13;13,0;12,46
2025-12-26;1,0;7,08;5,04
2025-12-27;1,0;10,79;9,0
2025-12-28;1,0;13,08;11,46
2025-12-29;1,58;25,54;25,92
2025-12-30;1,17;10,71;10,42
2025-12-31;1,29;14,54;14,5
