date;no;no2;nox
2018-02-05;13,67;57,63;78,29
2018-02-06;6,6;30,7;40,45
2018-02-07;7,17;27,43;37,87
2018-02-08;8,87;38,8;51,87
2018-02-09;10,25;36,44;51,81
2018-02-10;7,38;37,46;48,58
2018-02-11;3,88;29,21;34,75
2018-02-12;6,29;42,08;51,33
2018-02-13;5,0;28,13;35,54
2018-02-14;32,42;51,79;101,13
2018-02-15;89,0;69,5;205,61
2018-02-16;61,38;55,0;148,76
2018-02-17;15,96;38,21;62,38
2018-02-18;4,21;28,71;34,88
2018-02-19;7,17;44,42;55,0
2018-02-20;9,42;40,17;54,46
2018-02-21;7,54;38,08;49,42
2018-02-22;5,58;37,67;46,0
2018-02-23;7,46;43,83;54,88
2018-02-24;5,04;38,92;46,17
2018-02-25;6,29;44,83;53,96
2018-02-26;6,08;36,21;45,33
2018-02-27;6,75;41,83;51,96
2018-02-28;26,63;59,88;100,38
2018-03-01;55,05;67,81;151,95
2018-03-02;3,04;22,42;26,63
2018-03-03;5,67;36,79;45,29
2018-03-04;5,08;42,88;50,54
2018-03-05;6,92;36,63;46,96
2018-03-06;3,08;18,96;23,04
2018-03-07;3,67;33,29;38,75
2018-03-08;29,04;56,63;100,79
2018-03-09;27,29;51,63;93,29
2018-03-10;4,08;27,58;33,58
2018-03-11;2,42;23,25;26,63
2018-03-12;2,79;21,0;25,0
2018-03-13;8,54;42,83;55,67
2018-03-14;14,29;46,05;67,76
2018-03-15;3,63;31,13;36,33
2018-03-16;3,75;20,75;25,88
2018-03-17;1,75;15,83;18,0
2018-03-18;1,96;21,96;24,67
2018-03-19;3,25;24,13;28,67
2018-03-20;6,0;32,88;41,63
2018-03-21;3,46;28,0;32,92
2018-03-22;4,38;26,54;32,75
2018-03-23;4,91;38,14;45,09
2018-03-24;2,29;35,96;39,17
2018-03-25;1,83;23,26;25,65
2018-03-26;5,17;33,33;40,88
2018-03-27;5,13;36,54;44,04
2018-03-28;22,71;47,05;81,52
2018-03-29;5,63;37,33;45,83
2018-03-30;1,38;15,75;17,38
2018-03-31;1,21;11,42;12,63
2018-04-01;1,75;14,08;16,08
2018-04-02;5,13;39,08;46,83
2018-04-03;3,63;27,33;32,38
2018-04-04;7,08;27,25;37,5
2018-04-05;8,04;32,54;44,29
2018-04-06;17,5;49,46;76,17
2018-04-07;1,5;18,21;20,21
2018-04-08;1,54;15,67;17,17
2018-04-09;4,38;28,0;34,5
2018-04-10;4,13;25,08;31,0
2018-04-11;2,04;22,08;24,67
2018-04-12;2,52;20,3;23,39
2018-04-13;5,33;47,33;55,33
2018-04-14;2,08;31,46;34,42
2018-04-15;2,25;19,83;22,88
2018-04-16;19,38;65,17;94,63
2018-04-17;10,88;38,88;55,25
2018-04-18;31,71;60,54;109,13
2018-04-19;8,83;46,25;59,54
2018-04-20;6,13;59,67;68,67
2018-04-21;20,92;57,08;88,96
2018-04-22;3,5;36,83;41,96
2018-04-23;37,29;79,33;136,21
2018-04-24;28,08;68,96;111,5
2018-04-25;27,0;72,42;113,54
2018-04-26;4,05;31,77;37,55
2018-04-27;12,25;36,04;54,83
2018-04-28;2,38;23,88;26,92
2018-04-29;1,42;16,63;18,38
2018-04-30;1,96;15,17;17,46
2018-05-01;1,46;17,58;19,04
2018-05-02;5,33;28,29;36,17
2018-05-03;5,88;36,92;45,5
2018-05-04;8,67;40,96;53,79
2018-05-05;8,67;38,58;51,21
2018-05-06;7,5;35,29;46,54
2018-05-07;25,5;62,25;101,21
2018-05-08;14,71;53,46;75,58
2018-05-09;9,62;45,76;60,52
2018-05-10;6,5;37,04;46,92
2018-05-11;2,46;16,08;19,38
2018-05-12;1,13;16,67;18,13
2018-05-13;1,17;15,92;17,08
2018-05-14;1,92;20,79;23,13
2018-05-15;2,33;24,67;27,83
2018-05-16;9,58;53,25;68,08
2018-05-17;2,63;37,17;41,0
2018-05-18;1,79;35,33;37,63
2018-05-19;11,33;50,75;67,96
2018-05-20;1,5;24,63;26,42
2018-05-21;1,25;30,25;31,96
2018-05-22;2,29;39,33;42,75
2018-05-23;3,13;26,83;31,29
2018-05-24;6,04;42,79;51,79
2018-05-25;2,23;30,86;33,95
2018-05-26;1,46;13,04;14,96
2018-05-27;1,17;12,83;14,42
2018-05-28;2,04;15,75;18,29
2018-05-29;2,29;18,21;21,54
2018-05-30;3,33;19,96;24,58
2018-05-31;4,54;31,13;37,42
2018-06-01;3,25;37,04;41,58
2018-06-02;3,54;30,29;35,58
2018-06-03;1,54;18,0;19,88
2018-06-04;6,04;32,29;41,63
2018-06-05;2,58;21,92;25,46
2018-06-06;3,83;30,58;35,96
2018-06-07;4,62;29,0;35,67
2018-06-08;4,42;28,21;34,67
2018-06-09;2,88;26,08;30,17
2018-06-10;2,54;31,33;35,04
2018-06-11;2,67;19,38;23,42
2018-06-12;3,38;19,71;24,58
2018-06-13;4,71;24,83;31,71
2018-06-14;2,96;25,75;29,92
2018-06-15;5,5;33,0;41,13
2018-06-16;3,0;25,21;29,58
2018-06-17;3,67;24,25;29,83
2018-06-18;2,58;20,79;24,21
2018-06-19;5,09;37,09;44,64
2018-06-20;10,67;53,0;69,17
2018-06-21;17,44;71,89;98,5
2018-06-22;3,11;22,67;27,44
2018-06-23;3,67;29,71;35,25
2018-06-24;1,92;23,58;26,25
2018-06-25;3,88;32,33;38,0
2018-06-26;3,54;38,21;43,38
2018-06-27;3,33;24,88;29,71
2018-06-28;2,63;24,75;28,46
2018-06-29;4,92;33,13;40,38
2018-06-30;1,83;24,38;27,0
2018-07-01;2,04;26,04;28,88
2018-07-02;3,29;26,04;30,79
2018-07-03;5,58;29,88;38,38
2018-07-04;9,83;32,61;47,22
2018-07-05;2,58;20,54;23,92
2018-07-06;3,0;19,88;24,08
2018-07-07;3,5;31,25;36,13
2018-07-08;1,58;25,08;27,46
2018-07-09;4,13;36,96;43,08
2018-07-10;3,17;26,54;31,21
2018-07-11;2,21;21,38;24,17
2018-07-12;2,79;30,71;34,54
2018-07-13;2,75;37,79;41,75
2018-07-14;2,88;36,92;41,0
2018-07-15;2,29;31,25;34,46
2018-07-16;2,36;27,95;31,5
2018-07-17;3,04;23,46;27,92
2018-07-18;3,67;33,29;39,0
2018-07-19;3,96;30,88;36,79
2018-07-20;8,13;42,46;54,71
2018-07-21;1,63;12,67;14,88
2018-07-22;2,25;22,83;25,96
2018-07-23;2,75;20,88;24,92
2018-07-24;3,08;22,0;26,46
2018-07-25;8,42;43,67;56,5
2018-07-26;6,25;35,54;44,88
2018-07-27;3,71;27,21;32,83
2018-07-28;1,88;18,63;21,38
2018-07-29;2,13;16,96;19,92
2018-07-30;3,96;27,0;32,83
2018-07-31;10,46;48,46;64,33
2018-08-01;8,5;44,04;56,88
2018-08-02;5,75;40,96;49,83
2018-08-03;3,78;39,87;45,26
2018-08-04;1,63;26,5;28,5
2018-08-05;1,33;29,79;31,13
2018-08-06;6,5;48,33;57,79
2018-08-07;1,42;11,71;13,29
2018-08-08;1,92;18,92;21,29
2018-08-09;1,83;25,33;27,67
2018-08-10;3,79;22,21;27,58
2018-08-11;1,76;18,95;20,81
2018-08-12;1,32;8,36;9,82
2018-08-13;4,71;24,83;31,63
2018-08-14;2,71;18,21;21,96
2018-08-15;1,79;13,04;15,21
2018-08-16;2,42;16,58;19,54
2018-08-17;2,04;24,26;26,78
2018-08-18;1,54;15,96;17,63
2018-08-19;2,58;18,83;21,88
2018-08-20;5,33;38,88;46,83
2018-08-21;5,46;32,96;41,0
2018-08-22;7,08;45,38;55,92
2018-08-23;6,13;38,25;47,33
2018-08-24;2,46;23,17;26,29
2018-08-25;2,33;15,96;18,92
2018-08-26;1,58;11,83;13,58
2018-08-27;2,88;20,88;24,92
2018-08-28;2,42;22,83;26,08
2018-09-04;1,78;18,22;20,44
2018-09-05;3,38;25,5;30,17
2018-09-06;3,38;28,42;33,5
2018-09-07;3,42;31,04;35,96
2018-09-08;2,17;22,38;25,46
2018-09-09;2,08;21,67;24,5
2018-09-10;2,67;31,08;34,67
2018-09-11;5,88;35,58;44,08
2018-09-12;4,29;29,0;35,17
2018-09-13;5,25;24,96;32,88
2018-09-14;5,52;30,67;38,62
2018-09-15;2,5;28,88;32,83
2018-09-16;3,38;28,25;33,38
2018-09-17;4,21;25,13;31,58
2018-09-18;6,54;36,71;46,38
2018-09-19;9,58;36,38;50,79
2018-09-20;18,25;48,58;76,17
2018-09-21;10,04;43,79;59,08
2018-09-22;2,0;23,83;26,79
2018-09-23;3,25;25,46;30,38
2018-09-24;5,29;29,17;36,96
2018-09-25;5,0;23,21;30,67
2018-09-26;2,25;17,08;20,25
2018-09-27;4,04;32,52;38,22
2018-09-28;12,46;54,33;73,29
2018-09-29;13,21;51,04;71,04
2018-09-30;2,58;30,21;34,0
2018-10-01;2,83;25,46;29,38
2018-10-02;6,58;32,08;41,96
2018-10-03;10,25;43,29;58,63
2018-10-04;13,08;37,38;57,17
2018-10-05;8,88;37,88;51,25
2018-10-06;2,5;24,88;28,38
2018-10-07;1,63;14,96;17,13
2018-10-08;5,45;31,41;39,45
2018-10-09;2,58;26,79;30,54
2018-10-10;5,46;32,96;41,04
2018-10-11;18,71;42,04;70,63
2018-10-12;20,25;40,79;71,42
2018-10-13;10,13;46,63;61,96
2018-10-14;9,42;30,17;44,25
2018-10-15;4,5;26,25;32,63
2018-10-16;4,92;31,96;39,58
2018-10-17;6,13;31,08;40,25
2018-10-18;5,17;34,33;42,0
2018-10-19;5,96;36,54;45,25
2018-10-20;2,54;30,58;34,13
2018-10-21;13,13;36,0;55,79
2018-10-22;5,13;27,75;35,21
2018-10-23;4,74;28,52;35,52
2018-10-24;4,63;22,46;29,13
2018-10-25;22,79;51,33;85,83
2018-10-26;48,79;64,58;139,08
2018-10-27;3,13;30,46;35,08
2018-10-28;2,29;17,75;20,88
2018-10-29;3,88;14,96;20,46
2018-10-30;8,79;34,33;47,5
2018-10-31;10,21;48,42;63,92
2018-11-01;4,38;30,21;36,54
2018-11-02;14,96;38,92;61,67
2018-11-03;4,88;25,75;32,83
2018-11-04;6,29;32,04;41,38
2018-11-05;29,33;41,58;86,33
2018-11-06;5,25;27,75;35,58
2018-11-07;16,5;40,09;65,0
2018-11-08;30,13;53,25;99,17
2018-11-09;7,83;34,54;46,13
2018-11-10;6,25;27,25;36,29
2018-11-11;6,5;29,75;39,46
2018-11-12;9,54;39,58;53,96
2018-11-13;5,13;32,75;40,54
2018-11-14;4,0;28,38;34,46
2018-11-15;6,92;33,54;43,71
2018-11-16;10,38;43,08;59,04
2018-11-17;3,13;26,58;31,21
2018-11-18;1,67;15,75;18,08
2018-11-19;4,0;30,0;35,63
2018-11-20;12,3;46,65;65,17
2018-11-21;12,5;35,67;54,54
2018-11-22;40,5;51,42;113,08
2018-11-23;51,79;49,46;128,5
2018-11-24;5,08;27,25;34,83
2018-11-25;4,58;26,0;32,54
2018-11-26;6,46;27,96;37,33
2018-11-27;13,71;33,33;54,21
2018-11-28;36,29;47,67;103,0
2018-11-29;83,08;58,96;186,04
2018-11-30;43,21;44,79;110,5
2018-12-01;3,88;20,75;26,33
2018-12-02;3,96;24,08;30,0
2018-12-03;6,88;26,54;37,08
2018-12-04;39,82;42,55;103,14
2018-12-05;63,25;48,79;145,5
2018-12-06;11,25;27,71;44,79
2018-12-07;7,29;21,21;32,13
2018-12-08;4,67;25,54;32,54
2018-12-09;6,75;31,75;41,83
2018-12-10;16,25;36,88;61,33
2018-12-11;35,96;54,75;109,67
2018-12-12;20,42;51,5;82,79
2018-12-13;21,33;45,38;77,92
2018-12-14;14,58;43,0;65,21
2018-12-15;8,54;30,38;43,25
2018-12-16;11,63;29,67;47,33
2018-12-17;6,0;29,13;38,0
2018-12-18;20,54;47,21;78,5
2018-12-19;9,09;29,78;43,52
2018-12-20;11,92;41,46;59,54
2018-12-21;23,83;46,42;82,71
2018-12-22;12,25;35,54;54,08
2018-12-23;42,5;44,96;109,79
2018-12-24;48,13;41,83;115,5
2018-12-25;67,63;51,21;154,42
2018-12-26;38,5;46,17;104,92
2018-12-27;11,21;34,75;51,71
2018-12-28;17,08;34,08;60,0
2018-12-29;7,46;23,17;34,5
2018-12-30;12,25;30,63;49,38
2018-12-31;55,96;55,38;140,67
2019-01-01;57,75;49,71;137,79
2019-01-02;9,79;26,75;41,67
2019-01-03;24,65;45,39;83,09
2019-01-04;55,46;57,63;142,25
2019-01-05;10,0;34,88;49,88
2019-01-06;3,33;21,5;26,46
2019-01-07;10,71;43,54;59,79
2019-01-08;5,63;25,67;34,33
2019-01-09;5,38;29,75;37,71
2019-01-10;7,42;39,08;50,21
2019-01-11;6,83;34,88;45,08
2019-01-12;7,17;34,08;44,71
2019-01-13;3,04;17,96;22,38
2019-01-14;12,58;31,25;50,42
2019-01-15;17,58;38,71;65,38
2019-01-16;31,71;53,83;102,29
2019-01-17;12,23;39,59;58,32
2019-01-18;8,42;28,33;41,0
2019-01-19;6,83;34,17;44,33
2019-01-20;9,54;40,42;55,04
2019-01-21;18,67;42,04;70,46
2019-01-22;5,54;25,5;33,92
2019-01-23;3,92;20,96;26,83
2019-01-24;3,71;24,63;30,17
2019-01-25;62,88;73,33;169,13
2019-01-26;20,63;36,17;67,63
2019-01-27;11,17;25,96;42,88
2019-01-28;3,13;19,63;24,13
2019-01-29;6,0;33,14;42,27
2019-01-30;4,33;25,63;32,0
2019-01-31;14,22;39,13;60,7
2019-02-01;9,04;36,92;51,17
2019-02-02;2,0;14,83;18,33
2019-02-03;1,67;15,08;18,08
2019-02-04;6,83;33,25;44,13
2019-02-05;19,83;50,25;81,38
2019-02-06;39,58;52,71;113,5
2019-02-07;68,58;58,5;163,58
2019-02-08;25,33;42,96;82,04
2019-02-09;9,92;39,17;54,71
2019-02-10;7,54;32,96;44,58
2019-02-11;5,46;31,96;40,75
2019-02-12;7,54;38,67;50,54
2019-02-13;12,5;38,92;58,67
2019-02-14;10,48;43,83;60,3
2019-02-15;25,39;55,43;94,0
2019-02-16;37,75;70,63;128,25
2019-02-17;25,58;51,25;90,38
2019-02-18;15,25;36,21;59,42
2019-02-19;3,21;35,46;40,42
2019-02-20;2,86;37,1;41,24
2019-02-21;15,17;55,63;78,75
2019-02-22;20,67;62,88;94,5
2019-02-23;26,0;52,58;92,29
2019-02-24;2,92;37,0;41,33
2019-02-25;22,46;67,21;101,5
2019-02-26;51,71;75,71;154,5
2019-02-27;35,92;72,21;127,04
2019-02-28;59,21;87,58;177,75
2019-03-01;39,04;67,63;126,79
2019-03-02;3,25;33,42;38,17
2019-03-03;5,71;40,58;49,17
2019-03-04;5,04;35,83;43,58
2019-03-05;3,46;35,13;40,25
2019-03-06;3,92;36,75;42,38
2019-03-07;2,21;23,58;26,83
2019-03-08;12,25;44,5;63,29
2019-03-09;8,42;47,58;60,46
2019-03-10;12,92;42,38;61,96
2019-03-11;2,71;26,5;30,38
2019-03-12;3,2;32,55;37,4
2019-03-13;4,37;42,53;49,26
2019-03-14;3,92;33,04;38,96
2019-03-15;4,79;38,46;45,63
2019-03-16;4,71;46,63;53,5
2019-03-17;9,13;46,79;60,63
2019-03-18;3,13;30,96;35,67
2019-03-19;2,88;34,0;38,38
2019-03-20;5,58;38,25;46,71
2019-03-21;2,54;35,79;39,63
2019-03-22;3,25;41,92;46,71
2019-03-23;21,17;66,17;98,21
2019-03-24;8,88;56,5;69,67
2019-03-25;13,04;59,21;78,92
2019-03-26;3,0;31,43;36,05
2019-03-27;6,38;43,25;52,5
2019-03-28;4,83;44,83;52,29
2019-03-29;3,79;34,04;39,79
2019-03-30;1,83;27,63;30,42
2019-03-31;1,39;20,65;22,83
2019-04-01;3,13;37,96;42,5
2019-04-02;9,54;38,71;53,04
2019-04-03;2,46;28,08;31,79
2019-04-04;3,13;28,13;32,67
2019-04-05;11,88;44,58;62,63
2019-04-06;2,0;21,0;23,92
2019-04-07;1,96;27,25;30,13
2019-04-08;5,45;43,0;51,09
2019-04-09;5,83;47,83;56,63
2019-04-10;4,13;40,0;46,13
2019-04-11;3,83;42,0;47,92
2019-04-12;4,88;43,33;50,71
2019-04-13;3,83;32,21;38,08
2019-04-14;2,08;30,17;33,42
2019-04-15;2,63;30,0;33,88
2019-04-16;2,5;30,17;33,96
2019-04-17;7,08;32,71;43,54
2019-04-18;2,0;19,58;22,46
2019-04-19;1,38;12,83;14,88
2019-04-20;1,29;14,58;16,0
2019-04-21;1,29;12,13;14,04
2019-04-22;1,42;15,08;17,13
2019-04-23;4,78;35,57;42,87
2019-04-24;2,42;21,58;25,42
2019-04-25;2,63;21,75;25,58
2019-04-26;2,38;18,13;21,46
2019-04-27;2,58;32,83;36,54
2019-04-28;2,04;27,96;31,04
2019-04-29;2,29;24,38;27,88
2019-04-30;2,75;21,54;25,46
2019-05-01;1,75;15,88;18,46
2019-05-02;7,83;36,42;48,38
2019-05-03;5,75;47,13;55,58
2019-05-04;2,13;21,33;24,38
2019-05-05;1,71;17,25;19,83
2019-05-06;2,54;21,58;25,33
2019-05-07;2,75;28,83;33,0
2019-05-08;2,5;21,86;25,64
2019-05-09;3,63;27,08;32,42
2019-05-10;7,04;49,75;60,38
2019-05-11;3,21;26,0;30,79
2019-05-12;2,25;16,46;19,67
2019-05-13;2,5;26,04;29,96
2019-05-14;9,71;38,88;53,75
2019-05-15;2,17;22,0;25,13
2019-05-16;2,67;24,38;28,54
2019-05-17;1,92;23,08;25,79
2019-05-18;1,63;15,0;17,33
2019-05-19;2,58;21,13;25,0
2019-05-20;2,38;19,67;23,21
2019-05-21;4,33;32,33;38,83
2019-05-22;3,27;23,82;28,77
2019-05-23;5,17;29,04;36,92
2019-05-24;3,54;39,96;45,21
2019-05-25;7,25;29,92;41,13
2019-05-26;6,17;22,38;31,58
2019-05-27;3,21;22,33;27,25
2019-05-28;3,33;21,33;26,42
2019-05-29;2,92;18,42;22,83
2019-05-30;6,04;30,75;39,92
2019-05-31;13,08;40,5;60,04
2019-06-01;2,63;23,25;27,17
2019-06-02;2,71;23,42;27,38
2019-06-03;3,38;29,21;34,58
2019-06-04;3,13;31,46;36,17
2019-06-05;2,67;28,33;32,38
2019-06-06;2,29;19,42;22,79
2019-06-07;2,23;20,14;23,55
2019-06-08;2,67;20,83;24,67
2019-06-09;2,08;26,08;28,92
2019-06-10;2,13;26,63;29,58
2019-06-11;2,96;34,25;38,63
2019-06-12;2,71;27,5;31,54
2019-06-13;4,08;30,54;36,38
2019-06-14;4,96;32,92;40,29
2019-06-15;4,04;32,08;38,13
2019-06-16;4,0;27,0;33,13
2019-06-17;8,92;41,13;54,67
2019-06-18;6,17;37,75;46,83
2019-06-19;3,08;32,67;37,17
2019-06-20;5,0;27,0;34,67
2019-06-21;2,23;19,32;22,59
2019-06-22;1,92;17,08;19,96
2019-06-23;3,04;15,38;20,13
2019-06-24;2,88;20,25;24,71
2019-06-25;1,58;14,5;16,88
2019-06-26;2,46;29,08;32,79
2019-06-27;15,25;60,25;83,25
2019-06-28;9,92;50,29;65,21
2019-06-29;11,92;58,63;76,58
2019-06-30;5,04;39,67;47,21
2019-07-01;3,83;28,96;34,75
2019-07-02;4,08;33,46;39,54
2019-07-03;10,0;48,87;63,78
2019-07-04;3,88;34,42;40,5
2019-07-05;5,71;35,21;44,04
2019-07-06;1,88;17,33;20,17
2019-07-07;2,25;19,75;23,08
2019-07-08;8,75;44,21;57,63
2019-07-09;2,71;24,5;28,88
2019-07-10;2,79;19,0;23,13
2019-07-11;5,54;36,79;45,17
2019-07-12;2,75;20,71;24,79
2019-07-13;2,75;31,46;36,0
2019-07-14;2,17;23,38;26,67
2019-07-15;2,7;19,26;23,48
2019-07-16;2,92;21,08;25,08
2019-07-17;2,42;20,79;24,54
2019-07-18;2,83;25,29;29,71
2019-07-19;3,04;24,79;29,67
2019-07-20;2,79;24,25;28,42
2019-07-21;2,42;23,92;27,5
2019-07-22;12,42;55,92;75,17
2019-07-23;5,92;39,17;48,33
2019-07-24;3,67;26,29;31,71
2019-07-25;6,54;31,79;41,88
2019-07-26;8,61;34,43;47,87
2019-07-27;2,25;18,25;21,75
2019-07-28;2,21;12,46;15,88
2019-07-29;5,0;25,13;32,5
2019-07-30;2,67;17,17;21,33
2019-07-31;2,46;18,04;21,75
2019-08-01;2,0;19,71;22,92
2019-08-02;2,75;24,04;28,17
2019-08-03;2,54;21,79;25,83
2019-08-04;1,83;16,67;19,42
2019-08-05;4,21;36,92;43,33
2019-08-06;2,5;20,71;24,54
2019-08-07;2,5;18,46;21,92
2019-08-08;2,67;19,04;23,13
2019-08-09;3,42;23,29;28,38
2019-08-10;2,5;16,38;19,96
2019-08-11;2,08;9,54;12,75
2019-08-12;1,17;4,21;6,04
2019-08-13;1,04;4,04;5,33
2019-08-14;1,96;7,0;9,91
2019-08-15;3,29;12,92;17,88
2019-08-16;2,04;7,33;10,0
2019-08-17;1,79;5,67;7,79
2019-08-18;1,96;9,5;11,63
2019-08-19;1,96;3,71;5,79
2019-08-20;1,71;6,46;8,54
2019-08-21;1,71;6,04;8,58
2019-08-22;2,54;9,29;12,88
2019-08-23;3,38;26,21;31,0
2019-08-24;9,83;37,04;51,67
2019-08-25;2,04;9,42;12,5
2019-08-26;8,17;27,63;40,08
2019-08-27;2,71;19,5;23,67
2019-08-28;4,08;19,21;25,63
2019-08-29;6,25;18,5;27,92
2019-08-30;6,91;30,32;40,77
2019-08-31;4,38;35,88;42,71
2019-09-01;3,71;27,04;32,79
2019-09-02;4,08;21,13;27,29
2019-09-03;3,25;21,29;26,33
2019-09-04;9,5;36,79;51,46
2019-09-05;4,33;26,0;32,63
2019-09-06;4,0;28,0;34,42
2019-09-07;2,83;15,63;20,17
2019-09-08;2,25;14,92;18,33
2019-09-09;3,38;19,88;25,0
2019-09-10;3,46;28,21;33,5
2019-09-11;1,58;13,58;15,96
2019-09-12;16,79;42,08;67,54
2019-09-13;3,22;44,7;49,7
2019-09-14;3,54;26,75;32,38
2019-09-15;1,5;20,38;22,63
2019-09-16;10,54;45,75;61,67
2019-09-17;29,71;75,21;120,54
2019-09-18;13,29;53,29;73,71
2019-09-19;4,67;35,08;42,21
2019-09-20;2,38;28,83;32,54
2019-09-21;1,92;20,79;23,33
2019-09-22;1,63;16,33;18,75
2019-09-23;3,67;18,67;24,25
2019-09-24;2,96;23,17;27,75
2019-09-25;2,92;20,67;24,96
2019-09-26;3,96;25,43;31,48
2019-09-27;14,96;41,42;64,25
2019-09-28;2,54;23,13;26,75
2019-09-29;2,54;19,63;23,75
2019-09-30;5,71;32,83;41,42
2019-10-01;3,83;26,43;32,35
2019-10-02;3,17;25,17;29,5
2019-10-03;2,63;24,38;27,88
2019-10-04;3,29;35,88;40,79
2019-10-05;1,54;21,13;23,38
2019-10-06;2,38;23,08;26,33
2019-10-07;2,83;26,63;30,58
2019-10-08;9,17;34,0;47,92
2019-10-09;8,27;30,82;43,27
2019-10-10;3,71;23,79;29,33
2019-10-11;5,42;33,13;41,08
2019-10-12;8,42;31,79;44,54
2019-10-13;1,63;14,13;16,67
2019-10-14;2,33;23,0;26,42
2019-10-15;2,04;16,13;18,83
2019-10-16;4,38;30,33;37,0
2019-10-17;16,0;44,54;68,88
2019-10-18;5,42;40,58;48,75
2019-10-19;22,92;46,46;81,42
2019-10-20;1,83;15,5;18,17
2019-10-21;4,96;32,46;39,83
2019-10-22;2,73;24,05;28,18
2019-10-23;6,42;25,96;35,13
2019-10-24;9,29;30,33;44,63
2019-10-25;6,0;34,46;43,38
2019-10-26;18,04;61,04;88,58
2019-10-27;6,7;41,52;51,83
2019-10-28;7,0;49,71;60,29
2019-10-29;11,92;42,04;60,0
2019-10-30;37,17;69,83;126,38
2019-10-31;8,08;47,79;60,0
2019-11-01;5,21;39,0;46,88
2019-11-02;6,54;35,83;45,67
2019-11-03;1,46;10,83;13,04
2019-11-04;4,67;29,88;36,79
2019-11-05;3,0;18,58;23,0
2019-11-06;3,04;17,25;21,67
2019-11-07;4,65;32,35;39,57
2019-11-08;2,21;16,42;19,54
2019-11-09;2,25;19,54;22,71
2019-11-10;1,79;16,92;19,46
2019-11-11;3,5;21,71;26,75
2019-11-12;3,83;26,96;32,46
2019-11-13;9,54;45,21;59,63
2019-11-14;13,33;57,71;78,0
2019-11-15;4,13;34,96;41,21
2019-11-16;2,63;19,79;23,75
2019-11-17;2,54;21,67;25,33
2019-11-18;5,04;34,58;42,13
2019-11-19;6,13;38,08;47,33
2019-11-20;16,05;69,16;93,42
2019-11-21;5,6;48,8;57,3
2019-11-22;4,58;32,67;39,67
2019-11-23;1,38;10,75;12,33
2019-11-24;1,79;14,63;16,58
2019-11-25;28,17;32,04;74,75
2019-11-26;48,54;45,04;118,88
2019-11-27;13,92;37,67;58,58
2019-11-28;5,38;31,25;39,29
2019-11-29;4,75;27,96;34,75
2019-11-30;9,46;33,67;47,92
2019-12-01;5,83;25,29;34,0
2019-12-02;22,54;44,83;79,04
2019-12-03;10,79;32,0;48,32
2019-12-04;2,45;22,59;25,59
2019-12-05;4,67;31,38;38,04
2019-12-06;9,42;33,88;47,96
2019-12-07;9,04;28,17;41,79
2019-12-08;13,17;21,13;41,13
2019-12-09;2,63;16,63;20,42
2019-12-10;14,78;34,57;57,0
2019-12-11;16,73;36,6;62,07
2019-12-12;2,3;18,35;21,48
2019-12-13;1,5;11,13;12,83
2019-12-14;1,67;12,96;15,33
2019-12-15;2,79;25,21;29,33
2019-12-16;45,58;48,75;118,25
2019-12-17;23,67;43,0;79,33
2019-12-18;17,78;39,78;66,91
2019-12-19;25,13;41,42;79,75
2019-12-20;7,5;36,08;47,5
2019-12-21;5,0;30,46;38,13
2019-12-22;1,13;7,21;8,54
2019-12-23;12,38;25,08;43,5
2019-12-24;12,17;28,79;47,25
2019-12-25;11,63;25,83;43,54
2019-12-26;9,25;23,5;37,42
2019-12-27;16,33;24,29;49,04
2019-12-28;37,38;42,21;99,25
2019-12-29;9,96;30,83;45,79
2019-12-30;6,71;32,08;42,25
2019-12-31;4,38;26,63;33,17
2020-01-01;5,13;25,0;32,79
2020-01-02;15,21;34,88;58,0
2020-01-03;18,88;34,04;62,88
2020-01-04;23,29;31,33;67,17
2020-01-05;9,33;29,33;43,42
2020-01-06;21,25;45,63;78,13
2020-01-07;34,46;47,54;100,0
2020-01-08;64,96;55,46;154,75
2020-01-09;41,78;45,48;109,3
2020-01-10;9,46;45,67;59,92
2020-01-11;4,54;26,0;32,83
2020-01-12;6,67;34,58;44,5
2020-01-13;8,21;38,54;50,92
2020-01-14;12,63;45,63;64,88
2020-01-15;52,21;60,92;140,54
2020-01-16;38,63;54,46;113,25
2020-01-17;10,67;40,71;56,75
2020-01-18;2,54;24,79;28,46
2020-01-19;2,33;17,63;21,0
2020-01-20;2,18;13,65;16,71
2020-01-21;1,83;14,54;16,92
2020-01-22;2,25;22,38;25,5
2020-01-23;13,71;37,17;57,79
2020-01-24;48,92;58,88;133,5
2020-01-25;13,58;42,33;63,13
2020-01-26;3,08;27,29;31,63
2020-01-27;5,0;32,75;40,33
2020-01-28;9,5;33,25;47,54
2020-01-29;42,46;59,58;124,25
2020-01-30;52,86;44,82;125,64
2020-01-31;42,75;46,13;111,25
2020-02-01;49,46;49,92;125,46
2020-02-02;34,83;32,0;85,17
2020-02-03;30,5;52,21;98,63
2020-02-04;8,33;25,63;38,04
2020-02-05;7,79;30,25;41,67
2020-02-06;15,52;41,48;65,22
2020-02-07;35,67;56,88;111,29
2020-02-08;9,0;46,46;60,0
2020-02-09;7,46;30,04;41,21
2020-02-10;14,29;37,58;59,08
2020-02-11;15,88;38,25;62,58
2020-02-12;1,73;21,77;24,14
2020-02-13;9,71;32,33;47,17
2020-02-14;23,33;41,25;76,58
2020-02-15;3,67;26,63;32,0
2020-02-16;1,29;13,5;15,5
